Sender BU ID,Sender BU Description,Sender BU Region,Sender BU Approver Contact Email,Sender BU Onsite Contact Email,Sender BU's SKU Current DOI,Sender BU's SKU Target DOI,Sender Average Weekly Use,Sender BU On Hand Quantity,Sender BU in Transit Quantity,Sender BU Approves transfer? (YES/NO),Item ID,Item Description,Supplier Name,Source Lot ID,Item-Lot Expiry Date,Item Quantity to transfer,STD UOM,$ Value of Transfer,Transfer Recommendation Reason,PeopleSoft Transfer ID,Receiver BU ID,Receiver BU Description,Receiver BU Region,Receiver BU Approver Contact Email,Receiver BU Onsite Contact Email,Receiver BU's SKU Current DOI,Receiver BU's SKU Target DOI,Receiver Average Weekly Use,Receiver BU On Hand Quantity,Receiver BU in Transit Quantity,Receiver BU Approves transfer? (YES/NO),Chart of Accounts,Receiver BU Address,Sender Lot Items to Expire
51500,Quest Diagnostics - Dallas,Southwest,Jeannie.E.Disisto@questdiagnostics.com,Jeannie.E.Disisto@questdiagnostics.com,40.62,19,2.24,13,0,-,140735,"REAGENT, CAPTURE-R READY ID, 5 PLATES, 30 TESTS",IMMUCOR INC,ID409,2021-03-02,2.0,EA,610.74,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,68100,Quest Diagnostics - West Hills,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,9.52,19,2.94,4,0,-,68100-EN,"8401 Fallbrook Avenue, West Hills, 91304, CA",0.0
51500,Quest Diagnostics - Dallas,Southwest,Jeannie.E.Disisto@questdiagnostics.com,Jeannie.E.Disisto@questdiagnostics.com,40.62,19,2.24,13,0,-,140735,"REAGENT, CAPTURE-R READY ID, 5 PLATES, 30 TESTS",IMMUCOR INC,ID409,2021-03-02,1.0,EA,305.37,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,69000,Quest Diag.- LabOne LLC-Lenexa,Great MidWest,vincent.s.hoefler@questdiagnostics.com,vincent.s.hoefler@questdiagnostics.com,13.24,19,4.760000000000001,9,0,-,69000-KS,"10101 Renner Blvd, Lenexa, 66219-9752, KS",0.0
61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,21.43,19,4.8999999999999995,15,0,-,140735,"REAGENT, CAPTURE-R READY ID, 5 PLATES, 30 TESTS",IMMUCOR INC,ID409,2021-03-02,1.0,EA,305.37,Surplus at SoBU (lot in use); lot not found at deficit ReBU,,68100,Quest Diagnostics - West Hills,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,9.52,19,2.94,4,0,-,68100-EN,"8401 Fallbrook Avenue, West Hills, 91304, CA",0.0
62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,27.69,14,1769.67,7000,0,-,142707,"BAG, CONSOLIDATION, DRAWTAPE,","AERO-MED, LTD.",NONLOT,2100-01-01,1400.0,EA,182.728,Surplus at SoBU (non-lot),,61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,8.24,14,1700.02,2000,0,-,61500-TP,"4225 E Fowler Ave, Tampa, 33617-2026, FL",0.0
51570,Quest Diag-Dallas-ABQ,Southwest,Jeannie.E.Disisto@questdiagnostics.com,Jeannie.E.Disisto@questdiagnostics.com,129.41,22,1.1900000000000002,22,0,-,143143,"REAGENT, CEDIA CARBAMAZEPINE, 149 TEST/KIT",MICROGENICS CORP,73995889,2022-06-30,2.0,EA,99.08,Surplus at SoBU (lot NOT in use); lot in use at deficit ReBU,,46500,Quest Diagnostics-Marlborough,North,Leslie.X.Haradji@questdiagnostics.com,Leslie.X.Haradji@questdiagnostics.com,9.68,19,2.17,3,0,-,46500-NL2,"200 Forest Street
Floor 3, Marlborough, 1752, MA",0.0
49500,ASSOCIATED CLINICAL LABS.,North,Robert.G.Galbraith@questdiagnostics.com,Robert.G.Galbraith@questdiagnostics.com,99999.0,22,0.0,7,0,-,143513,"CONTROL, LIQUICHECK, CARDIAC MARKERS PLUS, LEVEL 1, 6X3ML, L",BIO-RAD LABORATORIES,29881,2021-05-31,7.0,BX,471.31,Lot expires before SoBU use; lot not found at surplus ReBU,,33000,Nichols Institute Valencia,Esoteric,,,30.0,24,0.7000000000000001,3,0,-,33000-SLI,"27027 Tourney Rd, Valencia, 91355-5386 , CA",7.0
67500,Quest Diagnostics - Las Vegas,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,99999.0,19,0.0,5,0,-,143513,"CONTROL, LIQUICHECK, CARDIAC MARKERS PLUS, LEVEL 1, 6X3ML, L",BIO-RAD LABORATORIES,29891,2021-11-30,5.0,BX,336.65,Lot expires before SoBU use; lot in use at surplus ReBU,,36000,MedFusion,Esoteric,,,45.45,24,0.77,5,0,-,36000-Z3E,"2501 South State Highway 121
Suite 1100, Lewisville, 75067-8188 , TX",5.0
49500,ASSOCIATED CLINICAL LABS.,North,Robert.G.Galbraith@questdiagnostics.com,Robert.G.Galbraith@questdiagnostics.com,99999.0,22,0.0,8,0,-,143514,"CONTROL, LIQUICHECK, CARDIAC MARKERS PLUS, LEVEL 2, 6X3ML",BIO-RAD LABORATORIES,29882,2021-05-31,8.0,BX,469.44,Lot expires before SoBU use; lot NOT at deficit ReBU (less than minimum days applies),,33000,Nichols Institute Valencia,Esoteric,,,20.0,24,0.7000000000000001,2,0,-,33000-SLI,"27027 Tourney Rd, Valencia, 91355-5386 , CA",8.0
67500,Quest Diagnostics - Las Vegas,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,99999.0,19,0.0,7,0,-,143514,"CONTROL, LIQUICHECK, CARDIAC MARKERS PLUS, LEVEL 2, 6X3ML",BIO-RAD LABORATORIES,29892,2021-11-30,7.0,BX,410.76,Lot expires before SoBU use; lot in use at surplus ReBU,,30000,Quest Diagnostics - Atlanta,Southeast,,,20.0,19,1.4000000000000001,4,0,-,30000-AT,"1777 Montreal Cir, Tucker, 30084, GA",7.0
34600,Quest Diagnostics Chicago,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,99999.0,19,0.0,5,0,-,143515,"CONTROL, LIQUICHECK CARDIAC MARKERS PLUS, LEVEL 3, 6X3ML",BIO-RAD LABORATORIES,29883,2021-05-31,5.0,BX,313.5,Lot expires before SoBU use; lot not found at surplus ReBU,,36000,MedFusion,Esoteric,,,66.67,24,0.63,6,0,-,36000-Z3E,"2501 South State Highway 121
Suite 1100, Lewisville, 75067-8188 , TX",5.0
49500,ASSOCIATED CLINICAL LABS.,North,Robert.G.Galbraith@questdiagnostics.com,Robert.G.Galbraith@questdiagnostics.com,99999.0,22,0.0,7,0,-,143515,"CONTROL, LIQUICHECK CARDIAC MARKERS PLUS, LEVEL 3, 6X3ML",BIO-RAD LABORATORIES,29883,2021-05-31,7.0,BX,438.90000000000003,Lot expires before SoBU use; lot not found at surplus ReBU,,63100,Cleveland HeartLab Inc,Esoteric,Robert.M.Caler@questdiagnostics.com,Robert.M.Caler@questdiagnostics.com,50.0,24,0.42,3,0,-,63100-Z4M,"6701 Carnegie Ave
Suite 500, Cleveland, 44103-4623, OH",7.0
60500,Quest Diagnostics - Seattle,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,99999.0,22,0.0,2,0,-,143515,"CONTROL, LIQUICHECK CARDIAC MARKERS PLUS, LEVEL 3, 6X3ML",BIO-RAD LABORATORIES,29893,2021-11-30,2.0,BX,125.4,Lot expires before SoBU use; lot in use at surplus ReBU,,33000,Nichols Institute Valencia,Esoteric,,,30.0,24,0.7000000000000001,3,0,-,33000-SLI,"27027 Tourney Rd, Valencia, 91355-5386 , CA",2.0
67500,Quest Diagnostics - Las Vegas,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,99999.0,19,0.0,5,0,-,143515,"CONTROL, LIQUICHECK CARDIAC MARKERS PLUS, LEVEL 3, 6X3ML",BIO-RAD LABORATORIES,29893,2021-11-30,5.0,BX,313.5,Lot expires before SoBU use; lot on hand at deficit ReBU,,43500,Quest Diagnostics Pittsburgh,North,Jordan.B.Damko-Grinnell@questdiagnostics.com,Jordan.B.Damko-Grinnell@questdiagnostics.com,7.69,19,0.91,1,0,-,43500-QPT,"875 Greentree Rd Four Parkway Center, Pittsburgh, 15220, PA",5.0
83400,"AmeriPath Indiana, LLC",Ameripath,,,40.93,14,15.049999999999999,88,0,-,143711,"ALCOHOL, 95% HISTOPREP REAGENT",FISHER HEALTHCARE,NONLOT,2100-01-01,21.0,EA,135.24,Surplus at SoBU (non-lot),,77100,AmeriPath Texas LP (UniPath),Ameripath,gokland@ameripath.com; jkline@ameripath.com,gokland@ameripath.com; jkline@ameripath.com,4.68,14,16.45,11,0,-,77100-QJE,"4770 Regent Blvd
2nd Floor, Irving, 75063-2445, TX",0.0
30000,Quest Diagnostics - Atlanta,Southeast,,,772.73,19,0.77,85,0,-,144748,"REAGENT, VITAMIN D 25-OH TOTAL",DIASORIN INC USA,NONLOT,2100-01-01,7.0,EA,1190.0,Surplus at SoBU (non-lot),,32500,Quest Diagnostics Baltimore,East,James.P.Martin@questdiagnostics.com,James.P.Martin@questdiagnostics.com,19.43,22,19.810000000000002,55,0,-,32500-B9A,"1715 Twin Springs Road, Baltimore, 21227, MD",0.0
30000,Quest Diagnostics - Atlanta,Southeast,,,772.73,19,0.77,85,0,-,144748,"REAGENT, VITAMIN D 25-OH TOTAL",DIASORIN INC USA,NONLOT,2100-01-01,5.0,EA,850.0,Surplus at SoBU (non-lot),,49500,ASSOCIATED CLINICAL LABS.,North,Robert.G.Galbraith@questdiagnostics.com,Robert.G.Galbraith@questdiagnostics.com,17.5,22,8.4,21,0,-,49500-QAC,"1526 Peach Street, Erie, 16501-2110 , PA",0.0
61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,99999.0,19,0.0,70,0,-,144748,"REAGENT, VITAMIN D 25-OH TOTAL",DIASORIN INC USA,NONLOT,2100-01-01,34.0,EA,5780.0,Surplus at SoBU (non-lot),,46500,Quest Diagnostics-Marlborough,North,Leslie.X.Haradji@questdiagnostics.com,Leslie.X.Haradji@questdiagnostics.com,17.0,19,121.45000000000002,295,0,-,46500-NL2,"200 Forest Street
Floor 3, Marlborough, 1752, MA",0.0
62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,22.4,19,353.15000000000003,1130,60,-,144748,"REAGENT, VITAMIN D 25-OH TOTAL",DIASORIN INC USA,NONLOT,2100-01-01,7.0,EA,1190.0,Surplus at SoBU (non-lot),,26700,Greensboro,Southeast,Frank.G.Garner@questdiagnostics.com,Frank.G.Garner@questdiagnostics.com,4.0,19,3.5,2,0,-,26700-LL3,"4380 Federal Dr Ste 100A, Greensboro, 27410, NC",0.0
36200,Mid America Clinical Labs,Great MidWest,Brent Fraker,Brent Fraker,50.0,22,1.68,12,0,-,146985,"S-INOCULUM WATER 3ML H20, 60/EA","BECKMAN COULTER, INC.",2021-10-16 00:00:00,2021-10-16,2.0,EA,58.56,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,59400,Quest Diagnostics - Cin - OH,Great MidWest,Dave Jerzy,Dave Jerzy,17.02,22,3.29,8,0,-,59400-OW,"6700 Steger Dr, Cincinnati, 45237-3046 , OH",0.0
26700,Greensboro,Southeast,Frank.G.Garner@questdiagnostics.com,Frank.G.Garner@questdiagnostics.com,99999.0,19,0.0,1,0,-,148544,"RGT, CARD, ANTI-IGG 5X20/EA","ORTHO-CLINICAL DIAGNOSTICS, INC",72020001-03,2021-05-10,1.0,EA,320.4,Lot expires before SoBU use; lot not found at surplus ReBU,,49500,ASSOCIATED CLINICAL LABS.,North,Robert.G.Galbraith@questdiagnostics.com,Robert.G.Galbraith@questdiagnostics.com,30.0,22,0.7000000000000001,3,0,-,49500-QAC,"1526 Peach Street, Erie, 16501-2110 , PA",1.0
50570,Quest Diagnostics-Memorial Her,Southwest,,,58.33,14,2.52,21,0,-,151158,"TIP, PIPETTE, EPPENDORF, RELOA",FISHER HEALTHCARE,NONLOT,2100-01-01,9.0,CA,591.3000000000001,Surplus at SoBU (non-lot),,62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,1.32,14,5.32,1,0,-,62500-QTE,"1 Malcolm Avenue, Teterboro, 7608, NJ",0.0
34600,Quest Diagnostics Chicago,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,57.14,19,22.05,180,0,-,151782,"SLIDE, FROSTED, WHITE, 2/BX/GR",DYNAMIC DIAGNOSTIC INC.,NONLOT,2100-01-01,13.0,BX,54.6,Surplus at SoBU (non-lot),,61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,0.0,19,4.97,0,0,-,61500-TP,"4225 E Fowler Ave, Tampa, 33617-2026, FL",0.0
33000,Nichols Institute Valencia,Esoteric,,,26.87,24,9.38,36,0,-,154640,"RGT, ANTI TRYPTASE ICAP, 16/SL",PHADIA US INC,NONLOT,2100-01-01,3.0,EA,111.84,Surplus at SoBU (non-lot),,46500,Quest Diagnostics-Marlborough,North,Leslie.X.Haradji@questdiagnostics.com,Leslie.X.Haradji@questdiagnostics.com,12.5,19,17.92,32,0,-,46500-NL2,"200 Forest Street
Floor 3, Marlborough, 1752, MA",0.0
26700,Greensboro,Southeast,Frank.G.Garner@questdiagnostics.com,Frank.G.Garner@questdiagnostics.com,99999.0,14,0.0,1,0,-,156919,"RGT, RPR CARD KIT, 500 TEST MRCFR, EA",FISHER HEALTHCARE,240912,2022-09-30,1.0,EA,245.24,Lot expires before SoBU use; lot in use at surplus ReBU,,34600,Quest Diagnostics Chicago,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,17.65,14,1.1900000000000002,3,0,-,34600-CB,"200 LEWIS Dr Ste A, Wood Dale, 60191, IL",1.0
50500,Quest Diagnostics-Houston,Southwest,Jeannie.E.Disisto@questdiagnostics.com,Jeannie.E.Disisto@questdiagnostics.com,99999.0,14,0.0,6,0,-,156919,"RGT, RPR CARD KIT, 500 TEST MRCFR, EA",FISHER HEALTHCARE,34246,2022-02-28,6.0,EA,1471.44,Lot expires before SoBU use; lot not found at surplus ReBU,,43500,Quest Diagnostics Pittsburgh,North,Jordan.B.Damko-Grinnell@questdiagnostics.com,Jordan.B.Damko-Grinnell@questdiagnostics.com,16.67,14,0.42,1,0,-,43500-QPT,"875 Greentree Rd Four Parkway Center, Pittsburgh, 15220, PA",6.0
60574,Quest-Peace Health RiverBend,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,128.57,14,0.49000000000000005,9,0,-,157157,"RGT, STAPHAUREX, BLACK, 400T, 10/PK",FISHER HEALTHCARE,3128326,2022-03-31,3.0,PK,383.61,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,43500,Quest Diagnostics Pittsburgh,North,Jordan.B.Damko-Grinnell@questdiagnostics.com,Jordan.B.Damko-Grinnell@questdiagnostics.com,2.86,14,2.4499999999999997,1,0,-,43500-QPT,"875 Greentree Rd Four Parkway Center, Pittsburgh, 15220, PA",0.0
27500,GSO Southwest VA,Southeast,Robert.M.Gladden@questdiagnostics.com,Robert.M.Gladden@questdiagnostics.com,133.33,14,0.21,4,0,-,157159,"RGT, STREPTEX, GROUP A, BLUE, 50T/BX",FISHER HEALTHCARE,2917707,2021-03-31,3.0,PK,52.17,Lot expires before SoBU use; lot NOT at deficit ReBU (minimum days applies),,43500,Quest Diagnostics Pittsburgh,North,Jordan.B.Damko-Grinnell@questdiagnostics.com,Jordan.B.Damko-Grinnell@questdiagnostics.com,0.69,14,10.15,1,0,-,43500-QPT,"875 Greentree Rd Four Parkway Center, Pittsburgh, 15220, PA",1.5100000000000002
59400,Quest Diagnostics - Cin - OH,Great MidWest,Dave Jerzy,Dave Jerzy,72.73,14,0.77,8,0,-,157159,"RGT, STREPTEX, GROUP A, BLUE, 50T/BX",FISHER HEALTHCARE,2935668,2021-05-31,4.0,PK,69.56,Surplus at SoBU (lot in use); lot not found at deficit ReBU,,43500,Quest Diagnostics Pittsburgh,North,Jordan.B.Damko-Grinnell@questdiagnostics.com,Jordan.B.Damko-Grinnell@questdiagnostics.com,0.69,14,10.15,1,0,-,43500-QPT,"875 Greentree Rd Four Parkway Center, Pittsburgh, 15220, PA",0.0
67500,Quest Diagnostics - Las Vegas,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,151.72,14,2.03,44,0,-,157159,"RGT, STREPTEX, GROUP A, BLUE, 50T/BX",FISHER HEALTHCARE,2940444,2021-05-31,12.0,PK,208.68,Lot expires before SoBU use; lot NOT at deficit ReBU (minimum days applies),,43500,Quest Diagnostics Pittsburgh,North,Jordan.B.Damko-Grinnell@questdiagnostics.com,Jordan.B.Damko-Grinnell@questdiagnostics.com,0.69,14,10.15,1,0,-,43500-QPT,"875 Greentree Rd Four Parkway Center, Pittsburgh, 15220, PA",2.240000000000002
46500,Quest Diagnostics-Marlborough,North,Leslie.X.Haradji@questdiagnostics.com,Leslie.X.Haradji@questdiagnostics.com,76.47,14,4.760000000000001,52,0,-,157161,"RGT, STREPTEX, GROUP C, 50 T, ZL53, 09E08-01, 50/BX",FISHER HEALTHCARE,2984901,2021-07-31,4.0,PK,68.68,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,8.33,14,5.88,7,0,-,62500-QTE,"1 Malcolm Avenue, Teterboro, 7608, NJ",0.0
34600,Quest Diagnostics Chicago,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,34.52,14,17.64,87,0,-,157166,"RGT, STREPTEX ACID EXTRACTION, 50 TEST",FISHER HEALTHCARE,2959975,2022-04-30,30.0,PK,484.8,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,43500,Quest Diagnostics Pittsburgh,North,Jordan.B.Damko-Grinnell@questdiagnostics.com,Jordan.B.Damko-Grinnell@questdiagnostics.com,0.32,14,21.84,1,0,-,43500-QPT,"875 Greentree Rd Four Parkway Center, Pittsburgh, 15220, PA",0.0
61500,Quest Diagnostics-Tampa,Southeast,Quentia.D.Jones@questdiagnostics.com,Quentia.D.Jones@questdiagnostics.com,19.38,14,18.060000000000002,50,0,-,157166,"RGT, STREPTEX ACID EXTRACTION, 50 TEST",FISHER HEALTHCARE,2959975,2022-04-30,12.0,PK,193.92000000000002,Surplus at SoBU (lot NOT in use); lot in use at deficit ReBU,,43500,Quest Diagnostics Pittsburgh,North,Jordan.B.Damko-Grinnell@questdiagnostics.com,Jordan.B.Damko-Grinnell@questdiagnostics.com,0.32,14,21.84,1,0,-,43500-QPT,"875 Greentree Rd Four Parkway Center, Pittsburgh, 15220, PA",0.0
30000,Quest Diagnostics - Atlanta,Southeast,,,214.29,14,4.8999999999999995,150,0,-,157291,"SOLUTION, LOOP CLEANING, 50/BX","AERO-MED, LTD.",NONLOT,2100-01-01,66.0,EA,83.80680000000001,Surplus at SoBU (non-lot),,43500,Quest Diagnostics Pittsburgh,North,Jordan.B.Damko-Grinnell@questdiagnostics.com,Jordan.B.Damko-Grinnell@questdiagnostics.com,0.21,14,33.74,1,0,-,43500-QPT,"875 Greentree Rd Four Parkway Center, Pittsburgh, 15220, PA",0.0
26700,Greensboro,Southeast,Frank.G.Garner@questdiagnostics.com,Frank.G.Garner@questdiagnostics.com,99999.0,19,0.0,2,0,-,157566,"REAGENT, DAPTOMYCIN, E-TEST, DPC 256, F100",BIOMERIEUX VITEK,1007853900,2023-01-29,1.0,EA,265.65,Lot expires before SoBU use; lot NOT at deficit ReBU (less than minimum days applies),,36000,MedFusion,Esoteric,,,16.67,24,0.42,1,0,-,36000-Z3E,"2501 South State Highway 121
Suite 1100, Lewisville, 75067-8188 , TX",1.0
26700,Greensboro,Southeast,Frank.G.Garner@questdiagnostics.com,Frank.G.Garner@questdiagnostics.com,99999.0,19,0.0,2,0,-,157566,"REAGENT, DAPTOMYCIN, E-TEST, DPC 256, F100",BIOMERIEUX VITEK,1007936120,2022-02-25,1.0,EA,265.65,Lot expires before SoBU use; lot NOT at deficit ReBU (less than minimum days applies),,36000,MedFusion,Esoteric,,,16.67,24,0.42,1,0,-,36000-Z3E,"2501 South State Highway 121
Suite 1100, Lewisville, 75067-8188 , TX",1.0
26700,Greensboro,Southeast,Frank.G.Garner@questdiagnostics.com,Frank.G.Garner@questdiagnostics.com,99999.0,19,0.0,2,0,-,157962,"F-REAGENT, DORIPENEM, ETESTS",BIOMERIEUX VITEK,1007413760,2021-06-19,1.0,PK,88.35,Lot expires before SoBU use; lot not found at surplus ReBU,,36000,MedFusion,Esoteric,,,40.0,24,0.35000000000000003,2,0,-,36000-Z3E,"2501 South State Highway 121
Suite 1100, Lewisville, 75067-8188 , TX",1.0
26700,Greensboro,Southeast,Frank.G.Garner@questdiagnostics.com,Frank.G.Garner@questdiagnostics.com,99999.0,19,0.0,2,0,-,157962,"F-REAGENT, DORIPENEM, ETESTS",BIOMERIEUX VITEK,1007777100,2022-12-11,1.0,PK,88.35,Lot expires before SoBU use; lot not found at surplus ReBU,,36000,MedFusion,Esoteric,,,40.0,24,0.35000000000000003,2,0,-,36000-Z3E,"2501 South State Highway 121
Suite 1100, Lewisville, 75067-8188 , TX",1.0
26700,Greensboro,Southeast,Frank.G.Garner@questdiagnostics.com,Frank.G.Garner@questdiagnostics.com,41.32,19,8.469999999999999,50,0,-,160001,"RGT, APTIMA COMBO 2 CT/NG, 250 TST/KT",HOLOGIC LIMITED PARTNERSHIP,284139H,2022-11-15,15.0,EA,11887.5,Surplus at SoBU (lot NOT in use); lot not found at deficit ReBU,,46500,Quest Diagnostics-Marlborough,North,Leslie.X.Haradji@questdiagnostics.com,Leslie.X.Haradji@questdiagnostics.com,8.8,19,36.61,46,0,-,46500-NL2,"200 Forest Street
Floor 3, Marlborough, 1752, MA",0.0
26700,Greensboro,Southeast,Frank.G.Garner@questdiagnostics.com,Frank.G.Garner@questdiagnostics.com,41.32,19,8.469999999999999,50,0,-,160001,"RGT, APTIMA COMBO 2 CT/NG, 250 TST/KT",HOLOGIC LIMITED PARTNERSHIP,285134BH,2022-04-15,10.0,EA,7925.0,Surplus at SoBU (lot in use); lot not found at deficit ReBU,,62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,14.98,19,87.36,187,0,-,62500-QTE,"1 Malcolm Avenue, Teterboro, 7608, NJ",0.0
42500,Quest Diagnostics-Horsham,East,Jogi.M.John@questdiagnostics.com,Jogi.M.John@questdiagnostics.com,26.42,19,29.68,112,0,-,160001,"RGT, APTIMA COMBO 2 CT/NG, 250 TST/KT",HOLOGIC LIMITED PARTNERSHIP,284092AH,2022-04-15,14.0,EA,11095.0,Surplus at SoBU (lot in use); lot in use at deficit ReBU,,62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,14.98,19,87.36,187,0,-,62500-QTE,"1 Malcolm Avenue, Teterboro, 7608, NJ",0.0
42500,Quest Diagnostics-Horsham,East,Jogi.M.John@questdiagnostics.com,Jogi.M.John@questdiagnostics.com,26.42,19,29.68,112,0,-,160001,"RGT, APTIMA COMBO 2 CT/NG, 250 TST/KT",HOLOGIC LIMITED PARTNERSHIP,285582BH,2022-04-15,11.0,EA,8717.5,Surplus at SoBU (lot NOT in use); lot in inventory at deficit ReBU,,34660,Quest Diag-Schaumburg,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,16.42,19,33.669999999999995,79,0,-,34660-CA,"506 E State Pkwy, Schaumburg, 60173-4538, IL",0.0
67500,Quest Diagnostics - Las Vegas,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,99999.0,19,0.0,40,0,-,160001,"RGT, APTIMA COMBO 2 CT/NG, 250 TST/KT",HOLOGIC LIMITED PARTNERSHIP,285582AH,2022-04-15,1.0,EA,792.5,Lot expires before SoBU use; lot NOT at deficit ReBU (minimum days applies),,34660,Quest Diag-Schaumburg,Great MidWest,Kenneth.C.Krawczyk@questdiagnostics.com,Kenneth.C.Krawczyk@questdiagnostics.com,16.42,19,33.669999999999995,79,0,-,34660-CA,"506 E State Pkwy, Schaumburg, 60173-4538, IL",22.0
67500,Quest Diagnostics - Las Vegas,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,99999.0,19,0.0,40,0,-,160001,"RGT, APTIMA COMBO 2 CT/NG, 250 TST/KT",HOLOGIC LIMITED PARTNERSHIP,285582AH,2022-04-15,10.0,EA,7925.0,Lot expires before SoBU use; lot NOT at deficit ReBU (minimum days applies),,62500,Quest Diagnostics-Teterboro,East,Johnny.X.Ramirez@questdiagnostics.com,Johnny.X.Ramirez@questdiagnostics.com,14.98,19,87.36,187,0,-,62500-QTE,"1 Malcolm Avenue, Teterboro, 7608, NJ",22.0
67500,Quest Diagnostics - Las Vegas,West,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,Kellie.K.Horton@questdiagnostics.com; Claudia.M.DeVere@questdiagnostics.com,99999.0,19,0.0,40,0,-,160001,"RGT, APTIMA COMBO 2 CT/NG, 250 TST/KT",HOLOGIC LIMITED PARTNERSHIP,285582AH,2022-04-15,11.0,EA,8717.5,Lot expires before SoBU use; lot NOT at deficit ReBU (minimum days applies),,67100,Quest Diagnostics - Chantilly,Esoteric,ChantillyMaterialsManagement@questdiagnostics.com,ChantillyMaterialsManagement@questdiagnostics.com,21.94,24,44.03,138,0,-,67100-AMD,"14225 Newbrook Dr, Chantilly, 20151-2228 , VA",22.0
